sample,env1,env2,sequence,description,run,location,lat,lon,total_reads,mapped_reads,OTU_number,otu_diversity,otu_mapped,otu_abun,lat_lon1
1883.2008.281.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.628656,-149.599606,V4,biofilm metagenome,Small lake biome,7,Surface (non-saline),0,68.628656###-149.599606
1883.2008.282.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.626672,-149.597844,V4,biofilm metagenome,Small lake biome,5,Surface (non-saline),0,68.626672###-149.597844
1883.2008.283.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.626672,-149.597844,V4,biofilm metagenome,Small lake biome,3,Surface (non-saline),0,68.626672###-149.597844
1883.2008.284.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.626672,-149.597844,V4,biofilm metagenome,Small lake biome,5,Surface (non-saline),0,68.626672###-149.597844
1883.2008.285.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.626672,-149.597844,V4,biofilm metagenome,Small lake biome,3,Surface (non-saline),0,68.626672###-149.597844
1883.2008.286.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,biofilm metagenome,Small lake biome,11,Surface (non-saline),0,68.6256###-149.59605
1883.2008.287.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,biofilm metagenome,Small lake biome,8,Surface (non-saline),0,68.6256###-149.59605
1883.2008.288.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,biofilm metagenome,Small lake biome,12,Surface (non-saline),0,68.6256###-149.59605
1883.2008.289.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.6256,-149.59605,V4,biofilm metagenome,Small lake biome,11,Surface (non-saline),0,68.6256###-149.59605
1883.2008.29.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.634241,-149.602759,V4,biofilm metagenome,Small lake biome,6,Surface (non-saline),0,68.634241###-149.602759
1883.2008.291.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon bottom,ERP017459,GAZ:United States of America,68.634241,-149.602759,V4,biofilm metagenome,Small lake biome,5,Surface (non-saline),0,68.634241###-149.602759
1883.2008.292.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon top,ERP017459,GAZ:United States of America,68.634241,-149.602759,V4,biofilm metagenome,Small lake biome,8,Surface (non-saline),0,68.634241###-149.602759
1883.2008.294.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,freshwater sediment metagenome,freshwater biome,9,Sediment (non-saline),0,68.57366667###-149.5371667
1883.2008.295.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,freshwater sediment metagenome,freshwater biome,8,Sediment (non-saline),0,68.57366667###-149.5371667
1883.2008.296.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,bank soil,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,soil metagenome,tundra biome,11,Soil (non-saline),0,68.57366667###-149.5371667
1883.2008.298.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,biofilm metagenome,freshwater biome,5,Surface (non-saline),0,68.57366667###-149.5371667
1883.2008.299.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,biofilm metagenome,freshwater biome,6,Surface (non-saline),0,68.57366667###-149.5371667
1883.2008.3.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,biofilm metagenome,freshwater biome,6,Surface (non-saline),0,68.57366667###-149.5371667
1883.2008.301.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.57366667,-149.5371667,V4,biofilm metagenome,freshwater biome,6,Surface (non-saline),0,68.57366667###-149.5371667
1883.2008.302.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,freshwater sediment metagenome,freshwater biome,7,Sediment (non-saline),0,68.601493###-149.579071
1883.2008.303.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,freshwater sediment metagenome,freshwater biome,9,Sediment (non-saline),0,68.601493###-149.579071
1883.2008.305.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,bank soil,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,soil metagenome,tundra biome,8,Soil (non-saline),0,68.601493###-149.579071
1883.2008.306.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,biofilm metagenome,freshwater biome,9,Surface (non-saline),0,68.601493###-149.579071
1883.2008.307.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,biofilm metagenome,freshwater biome,5,Surface (non-saline),0,68.601493###-149.579071
1883.2008.308.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,biofilm metagenome,freshwater biome,11,Surface (non-saline),0,68.601493###-149.579071
1883.2008.309.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,biofilm metagenome,freshwater biome,7,Surface (non-saline),0,68.601493###-149.579071
1883.2008.31.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,freshwater sediment metagenome,freshwater biome,6,Sediment (non-saline),0,68.60853333###-149.587633
1883.2008.311.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,freshwater sediment metagenome,freshwater biome,7,Sediment (non-saline),0,68.60853333###-149.587633
1883.2008.312.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,bank soil,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,soil metagenome,tundra biome,8,Soil (non-saline),0,68.60853333###-149.587633
1883.2008.313.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,bank soil,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,soil metagenome,tundra biome,12,Soil (non-saline),0,68.60853333###-149.587633
1883.2008.314.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,biofilm metagenome,freshwater biome,14,Surface (non-saline),0,68.60853333###-149.587633
1883.2008.315.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,biofilm metagenome,freshwater biome,12,Surface (non-saline),0,68.60853333###-149.587633
1883.2008.316.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,biofilm metagenome,freshwater biome,9,Surface (non-saline),0,68.60853333###-149.587633
1883.2008.317.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.60853333,-149.587633,V4,biofilm metagenome,freshwater biome,7,Surface (non-saline),0,68.60853333###-149.587633
1883.2008.323.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream water,ERP017459,GAZ:United States of America,68.601493,-149.579071,V4,freshwater metagenome,freshwater biome,28,Water (non-saline),0,68.601493###-149.579071
1883.2008.329.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.585839,-149.622223,V4,freshwater sediment metagenome,freshwater biome,4,Sediment (non-saline),0,68.585839###-149.622223
1883.2008.33.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.585839,-149.622223,V4,freshwater sediment metagenome,freshwater biome,7,Sediment (non-saline),0,68.585839###-149.622223
1883.2008.333.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epiphytes,ERP017459,GAZ:United States of America,68.585839,-149.622223,V4,biofilm metagenome,freshwater biome,7,Surface (non-saline),0,68.585839###-149.622223
1883.2008.334.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epiphytes,ERP017459,GAZ:United States of America,68.585839,-149.622223,V4,biofilm metagenome,freshwater biome,8,Surface (non-saline),0,68.585839###-149.622223
1883.2008.335.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.59133,-149.611542,V4,freshwater sediment metagenome,freshwater biome,3,Sediment (non-saline),0,68.59133###-149.611542
1883.2008.336.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.59133,-149.611542,V4,freshwater sediment metagenome,freshwater biome,8,Sediment (non-saline),0,68.59133###-149.611542
1883.2008.339.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epiphytes,ERP017459,GAZ:United States of America,68.59133,-149.611542,V4,biofilm metagenome,freshwater biome,7,Surface (non-saline),0,68.59133###-149.611542
1883.2008.34.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epiphytes,ERP017459,GAZ:United States of America,68.59133,-149.611542,V4,biofilm metagenome,freshwater biome,8,Surface (non-saline),0,68.59133###-149.611542
1883.2008.341.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,freshwater sediment metagenome,freshwater biome,4,Sediment (non-saline),0,68.59688333###-149.60125
1883.2008.342.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream sediment,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,freshwater sediment metagenome,freshwater biome,7,Sediment (non-saline),0,68.59688333###-149.60125
1883.2008.344.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,bank soil,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,soil metagenome,tundra biome,8,Soil (non-saline),0,68.59688333###-149.60125
1883.2008.345.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,biofilm metagenome,freshwater biome,12,Surface (non-saline),0,68.59688333###-149.60125
1883.2008.346.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,biofilm metagenome,freshwater biome,12,Surface (non-saline),0,68.59688333###-149.60125
1883.2008.347.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon top,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,biofilm metagenome,freshwater biome,8,Surface (non-saline),0,68.59688333###-149.60125
1883.2008.348.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,stream epilithon bottom,ERP017459,GAZ:United States of America,68.59688333,-149.60125,V4,biofilm metagenome,freshwater biome,10,Surface (non-saline),0,68.59688333###-149.60125
1883.2008.377.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake water,ERP017459,GAZ:United States of America,68.578931,-149.579989,V4,freshwater metagenome,Small lake biome,8,Water (non-saline),0,68.578931###-149.579989
1883.2008.409.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.49592,-149.60205,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.49592###-149.60205
1883.2008.41.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.49592,-149.60205,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.49592###-149.60205
1883.2008.415.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon,ERP017459,GAZ:United States of America,68.53405,-149.1573,V4,biofilm metagenome,Small lake biome,10,Surface (non-saline),0,68.53405###-149.1573
1883.2008.416.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon,ERP017459,GAZ:United States of America,68.53405,-149.1573,V4,biofilm metagenome,Small lake biome,4,Surface (non-saline),0,68.53405###-149.1573
1883.2008.418.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon,ERP017459,GAZ:United States of America,68.53327,-149.19565,V4,biofilm metagenome,Small lake biome,22,Surface (non-saline),0,68.53327###-149.19565
1883.2008.419.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon,ERP017459,GAZ:United States of America,68.53698,-149.2374,V4,biofilm metagenome,Small lake biome,10,Surface (non-saline),0,68.53698###-149.2374
1883.2008.42.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon,ERP017459,GAZ:United States of America,68.53698,-149.2374,V4,biofilm metagenome,Small lake biome,12,Surface (non-saline),0,68.53698###-149.2374
1883.2008.423.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.8264,-149.7585,V4,freshwater sediment metagenome,Small lake biome,10,Sediment (non-saline),0,68.8264###-149.7585
1883.2008.424.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.8264,-149.7585,V4,freshwater sediment metagenome,Small lake biome,9,Sediment (non-saline),0,68.8264###-149.7585
1883.2008.425.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.82735,-149.74993,V4,freshwater sediment metagenome,Small lake biome,10,Sediment (non-saline),0,68.82735###-149.74993
1883.2008.426.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.82735,-149.74993,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,68.82735###-149.74993
1883.2008.43.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon,ERP017459,GAZ:United States of America,68.70785,-149.69963,V4,biofilm metagenome,Small lake biome,7,Surface (non-saline),0,68.70785###-149.69963
1883.2008.433.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.70166667,-149.7433333,V4,freshwater sediment metagenome,Small lake biome,5,Sediment (non-saline),0,68.70166667###-149.7433333
1883.2008.434.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.70166667,-149.7433333,V4,freshwater sediment metagenome,Small lake biome,8,Sediment (non-saline),0,68.70166667###-149.7433333
1883.2008.435.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.705,-149.7316667,V4,freshwater sediment metagenome,Small lake biome,4,Sediment (non-saline),0,68.705###-149.7316667
1883.2008.436.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake sediment,ERP017459,GAZ:United States of America,68.705,-149.7316667,V4,freshwater sediment metagenome,Small lake biome,6,Sediment (non-saline),0,68.705###-149.7316667
1883.2008.437.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon,ERP017459,GAZ:United States of America,68.70333333,-149.715,V4,biofilm metagenome,Small lake biome,15,Surface (non-saline),0,68.70333333###-149.715
1883.2008.438.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon,ERP017459,GAZ:United States of America,68.70333333,-149.715,V4,biofilm metagenome,Small lake biome,14,Surface (non-saline),0,68.70333333###-149.715
1883.2008.439.Crump.Artic.LTREB.main.lane2.NoIndex,Free-living,Non-saline,16S rRNA,lake epilithon,ERP017459,GAZ:United States of America,68.585,-149.1966667,V4,biofilm metagenome,Small lake biome,7,Surface (non-saline),0,68.585###-149.1966667
